simple,scrambled
"[7, 6, 15, 21, 6, 21, 6, 21, 21, 6, 21, 21, 25, 42, 27, 26, 43, 26, 25, 28, 26, 27, 21, 6, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 26, 28, 27, 28]","[7, 6, 15, 21, 6, 21, 6, 6, 5, 6, 21, 25, 26, 21, 34, 27, 6, 21, 25, 34, 21, 26, 27, 5, 6, 21, 26, 27, 21, 35, 26, 6, 21, 26, 35, 21, 27, 26, 25, 28, 26, 27, 21, 6, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 26, 28, 27, 28]"
"[7, 6, 23, 14, 21, 6, 21, 6, 21, 21, 21, 25, 42, 43, 25, 25, 26, 25, 26, 21, 6, 21, 6, 21, 6, 21, 25, 27, 26, 27, 26, 28, 27, 28]","[7, 6, 23, 14, 21, 6, 21, 6, 4, 5, 5, 6, 6, 21, 25, 26, 21, 34, 27, 21, 35, 25, 6, 6, 21, 25, 34, 21, 26, 27, 21, 35, 25, 6, 6, 21, 25, 26, 21, 34, 35, 21, 27, 25, 6, 6, 21, 25, 34, 21, 26, 35, 21, 27, 25, 25, 26, 25, 26, 21, 6, 21, 6, 21, 6, 21, 25, 27, 26, 27, 26, 28, 27, 28]"
"[7, 6, 23, 18, 21, 6, 21, 6, 21, 21, 21, 28, 42, 43, 28, 25, 27, 26, 27, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 27, 28]","[7, 6, 23, 18, 21, 6, 21, 6, 4, 5, 5, 6, 6, 21, 28, 26, 21, 34, 27, 21, 35, 28, 6, 6, 21, 28, 34, 21, 26, 27, 21, 35, 28, 6, 6, 21, 28, 26, 21, 34, 35, 21, 27, 28, 6, 6, 21, 28, 34, 21, 26, 35, 21, 27, 28, 25, 27, 26, 27, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 27, 28]"
"[7, 6, 18, 21, 21, 21, 25, 42, 43, 28, 21, 6, 21, 25, 27, 26, 28]","[7, 6, 18, 4, 5, 5, 6, 6, 21, 25, 26, 21, 34, 27, 21, 35, 28, 6, 6, 21, 25, 34, 21, 26, 27, 21, 35, 28, 6, 6, 21, 25, 26, 21, 34, 35, 21, 27, 28, 6, 6, 21, 25, 34, 21, 26, 35, 21, 27, 28, 21, 6, 21, 25, 27, 26, 28]"
"[7, 6, 23, 20, 21, 6, 22, 21, 42, 43, 25, 28, 21, 6, 21, 25, 26, 26, 28]","[7, 6, 23, 20, 21, 6, 4, 5, 5, 6, 21, 34, 27, 21, 35, 26, 6, 21, 26, 27, 21, 35, 34, 6, 21, 34, 35, 21, 27, 26, 6, 21, 26, 35, 21, 27, 34, 25, 28, 21, 6, 21, 25, 26, 26, 28]"
"[7, 6, 23, 20, 21, 6, 21, 6, 21, 21, 21, 28, 43, 42, 25, 25, 28, 25, 28, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 26, 28]","[7, 6, 23, 20, 21, 6, 21, 6, 4, 5, 5, 6, 6, 21, 28, 27, 21, 35, 26, 21, 34, 25, 6, 6, 21, 28, 35, 21, 27, 26, 21, 34, 25, 6, 6, 21, 28, 27, 21, 35, 34, 21, 26, 25, 6, 6, 21, 28, 35, 21, 27, 34, 21, 26, 25, 25, 28, 25, 28, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 26, 28]"
"[7, 6, 23, 16, 21, 21, 6, 21, 21, 27, 42, 28, 28, 43, 28, 21, 6, 21, 6, 21, 25, 26, 26, 27, 26, 28]","[7, 6, 23, 16, 6, 5, 6, 21, 27, 26, 21, 34, 28, 6, 21, 27, 34, 21, 26, 28, 5, 6, 21, 28, 27, 21, 35, 28, 6, 21, 28, 35, 21, 27, 28, 21, 6, 21, 6, 21, 25, 26, 26, 27, 26, 28]"
"[7, 21, 6, 21, 6, 21, 21, 21, 25, 42, 43, 25, 25, 27, 26, 28, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 26, 28]","[7, 21, 6, 21, 6, 4, 5, 5, 6, 6, 21, 25, 26, 21, 34, 27, 21, 35, 25, 6, 6, 21, 25, 34, 21, 26, 27, 21, 35, 25, 6, 6, 21, 25, 26, 21, 34, 35, 21, 27, 25, 6, 6, 21, 25, 34, 21, 26, 35, 21, 27, 25, 25, 27, 26, 28, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 26, 28]"
"[7, 23, 21, 6, 22, 21, 42, 43, 25, 27, 21, 6, 21, 26, 27, 26, 28]","[7, 23, 21, 6, 4, 5, 5, 6, 21, 34, 27, 21, 35, 26, 6, 21, 26, 27, 21, 35, 34, 6, 21, 34, 35, 21, 27, 26, 6, 21, 26, 35, 21, 27, 34, 25, 27, 21, 6, 21, 26, 27, 26, 28]"
"[7, 6, 18, 21, 6, 21, 21, 6, 21, 21, 25, 42, 28, 25, 43, 25, 25, 26, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 27, 28]","[7, 6, 18, 21, 6, 6, 5, 6, 21, 25, 26, 21, 34, 28, 6, 21, 25, 34, 21, 26, 28, 5, 6, 21, 25, 27, 21, 35, 25, 6, 21, 25, 35, 21, 27, 25, 25, 26, 21, 6, 21, 6, 21, 6, 21, 25, 26, 25, 27, 26, 27, 27, 28]"
